txn_id,account_id,counterparty_id,timestamp,amount,channel,txn_type,currency
TXN00016993,ACC000447,ACC004127,2026-09-14 15:40:02,259.85,branch,transfer,NAD
TXN00004274,ACC003083,ACC003605,2026-09-14 15:40:02,1720.53,atm,payment,NAD
TXN00005740,ACC002726,ACC004856,2026-09-14 15:40:02,247.13,internet,transfer,NAD
TXN00005256,ACC003708,ACC003680,2026-09-14 15:40:02,13388.24,internet,transfer,NAD
TXN00005320,ACC004478,ACC001137,2026-09-14 15:40:02,2.37,atm,payment,NAD
TXN00006937,ACC004388,ACC003223,2026-09-14 15:40:02,60.03,branch,transfer,NAD
TXN00027216,ACC000533,ACC000788,2026-09-14 15:40:02,36.12,branch,transfer,NAD
TXN00030934,ACC002080,ACC001393,2026-09-14 15:40:02,95.04,branch,withdrawal,NAD
TXN00031088,ACC001680,ACC000513,2026-09-14 15:40:02,1571.8,atm,transfer,NAD
TXN00008175,ACC002903,ACC001761,2026-09-14 15:40:02,2150.79,internet,transfer,NAD
TXN00014432,ACC003476,ACC002755,2026-09-14 15:40:02,1000.91,mobile,payment,NAD
TXN00013628,ACC000358,ACC003071,2026-09-14 15:40:02,3922.16,mobile,withdrawal,NAD
TXN00002796,ACC002988,ACC000273,2026-09-14 15:40:02,1782.24,atm,withdrawal,NAD
TXN00031252,ACC003989,ACC002986,2026-09-14 15:40:02,225.26,atm,withdrawal,NAD
TXN00020756,ACC004318,ACC004451,2026-09-14 15:40:02,127.71,mobile,payment,NAD
TXN00022489,ACC000868,ACC001959,2026-09-14 15:40:02,2836.76,branch,payment,NAD
TXN00031330,ACC004549,ACC004794,2026-09-14 15:40:02,1776.4,mobile,withdrawal,NAD
TXN00009982,ACC004226,ACC002771,2026-09-14 15:40:02,171.16,atm,deposit,NAD
TXN00010857,ACC003307,ACC001290,2026-09-14 15:40:02,173.77,branch,payment,NAD
TXN00001203,ACC000186,ACC000752,2026-09-14 15:40:02,41.75,branch,withdrawal,NAD
TXN00003202,ACC001947,ACC003267,2026-09-14 15:40:02,67.85,internet,payment,NAD
TXN00027009,ACC001728,ACC000718,2026-09-14 15:40:02,236.03,atm,payment,NAD
TXN00003041,ACC000679,ACC004106,2026-09-14 15:40:02,1720.23,atm,transfer,NAD
TXN00015065,ACC004324,ACC002208,2026-09-14 15:40:02,75.42,mobile,transfer,NAD
TXN00029729,ACC003897,ACC002979,2026-09-14 15:40:02,911.07,atm,payment,NAD
TXN00021877,ACC000535,ACC002095,2026-09-14 15:40:02,847.59,branch,payment,NAD
TXN00029045,ACC004402,ACC001495,2026-09-14 15:40:02,388.66,internet,withdrawal,NAD
TXN00022979,ACC002212,ACC001872,2026-09-14 15:40:02,2848.07,internet,payment,NAD
TXN00019048,ACC001008,ACC002685,2026-09-14 15:40:02,287.2,atm,deposit,NAD
TXN00003630,ACC001204,ACC002645,2026-09-14 15:40:02,400.95,mobile,withdrawal,NAD
TXN00000577,ACC002514,ACC001761,2026-09-14 15:40:02,2152.56,branch,payment,NAD
TXN00004858,ACC000436,ACC000176,2026-09-14 15:40:02,2423.31,mobile,deposit,NAD
TXN00019794,ACC004122,ACC002930,2026-09-14 15:40:02,356.37,internet,payment,NAD
TXN00029973,ACC000626,ACC003361,2026-09-14 15:40:02,57.46,internet,deposit,NAD
TXN00000481,ACC001958,ACC003112,2026-09-14 15:40:02,832.17,mobile,deposit,NAD
TXN00004843,ACC000393,ACC002096,2026-09-14 15:40:02,9986.78,internet,transfer,NAD
TXN00022939,ACC003039,ACC001134,2026-09-14 15:40:02,848.03,atm,payment,NAD
TXN00003876,ACC002498,ACC002873,2026-09-14 15:40:02,79.3,internet,deposit,NAD
TXN00025758,ACC002630,ACC002626,2026-09-14 15:40:02,493.62,mobile,deposit,NAD
TXN00005061,ACC001235,ACC001545,2026-09-14 15:40:02,350.05,branch,withdrawal,NAD
TXN00012685,ACC001737,ACC004741,2026-09-14 15:40:02,6800.2,mobile,transfer,NAD
TXN00019306,ACC004382,ACC000499,2026-09-14 15:40:02,968.21,internet,transfer,NAD
TXN00004913,ACC002921,ACC003119,2026-09-14 15:40:02,76.7,internet,withdrawal,NAD
TXN00024445,ACC001106,ACC003138,2026-09-14 15:40:02,122.65,branch,transfer,NAD
TXN00012142,ACC001134,ACC002751,2026-09-14 15:40:02,158.77,mobile,withdrawal,NAD
TXN00006172,ACC003691,ACC004897,2026-09-14 15:40:02,612.91,branch,withdrawal,NAD
TXN00033323,ACC004575,ACC000212,2026-09-14 15:40:02,555.54,internet,payment,NAD
TXN00011795,ACC004348,ACC003776,2026-09-14 15:40:03,1397.41,internet,transfer,NAD
TXN00058035,ACC002354,ACC000161,2026-09-14 15:40:03,803.23,branch,payment,NAD
TXN00012185,ACC000583,ACC002187,2026-09-14 15:40:03,10004.14,mobile,transfer,NAD
TXN00029349,ACC004058,ACC002575,2026-09-14 15:40:03,235.69,atm,transfer,NAD
TXN00028875,ACC002734,ACC001608,2026-09-14 15:40:03,220.3,branch,withdrawal,NAD
TXN00010726,ACC002665,ACC004265,2026-09-14 15:40:03,639.48,mobile,transfer,NAD
TXN00031336,ACC004650,ACC002041,2026-09-14 15:40:03,661.91,internet,payment,NAD
TXN00036345,ACC002092,ACC003517,2026-09-14 15:40:03,25.58,mobile,transfer,NAD
TXN00036694,ACC001963,ACC001033,2026-09-14 15:40:03,570.31,atm,payment,NAD
TXN00029390,ACC000372,ACC003355,2026-09-14 15:40:03,74.71,internet,payment,NAD
TXN00020052,ACC002284,ACC004219,2026-09-14 15:40:03,291.35,mobile,deposit,NAD
TXN00013625,ACC001536,ACC003328,2026-09-14 15:40:03,1202.26,internet,payment,NAD
TXN00020750,ACC000673,ACC002740,2026-09-14 15:40:03,410.28,atm,payment,NAD
TXN00065711,ACC004864,ACC003629,2026-09-14 15:40:03,270.39,internet,transfer,NAD
TXN00068556,ACC001856,ACC000877,2026-09-14 15:40:03,849.92,internet,deposit,NAD
TXN00045207,ACC004846,ACC002849,2026-09-14 15:40:03,9.99,internet,withdrawal,NAD
TXN00022988,ACC001574,ACC002708,2026-09-14 15:40:03,1044.23,branch,withdrawal,NAD
TXN00028057,ACC002229,ACC000316,2026-09-14 15:40:03,71.1,branch,withdrawal,NAD
TXN00028070,ACC001990,ACC003283,2026-09-14 15:40:03,677.0,mobile,withdrawal,NAD
TXN00057535,ACC002919,ACC002358,2026-09-14 15:40:03,138.1,branch,deposit,NAD
TXN00012169,ACC003084,ACC002053,2026-09-14 15:40:03,7.6,mobile,payment,NAD
TXN00037412,ACC002516,ACC004898,2026-09-14 15:40:03,375.24,internet,payment,NAD
TXN00066736,ACC001897,ACC004673,2026-09-14 15:40:03,752.91,mobile,payment,NAD
TXN00031242,ACC001904,ACC000680,2026-09-14 15:40:03,140.09,mobile,deposit,NAD
TXN00061721,ACC001462,ACC003538,2026-09-14 15:40:03,272.49,branch,transfer,NAD
TXN00072454,ACC003705,ACC000326,2026-09-14 15:40:03,53.69,mobile,payment,NAD
TXN00051119,ACC002232,ACC003735,2026-09-14 15:40:03,251.82,internet,payment,NAD
TXN00057221,ACC000650,ACC003156,2026-09-14 15:40:03,13.25,atm,withdrawal,NAD
TXN00019865,ACC004845,ACC004036,2026-09-14 15:40:03,1145.4,mobile,transfer,NAD
TXN00008758,ACC002533,ACC004479,2026-09-14 15:40:03,190.87,mobile,transfer,NAD
TXN00024919,ACC004302,ACC002274,2026-09-14 15:40:03,506.58,branch,withdrawal,NAD
TXN00025754,ACC004625,ACC003999,2026-09-14 15:40:03,19.74,internet,withdrawal,NAD
TXN00023732,ACC000628,ACC004069,2026-09-14 15:40:03,2004.88,mobile,transfer,NAD
TXN00031855,ACC003453,ACC001695,2026-09-14 15:40:03,196.4,branch,transfer,NAD
TXN00031854,ACC001274,ACC001937,2026-09-14 15:40:03,151.25,atm,transfer,NAD
TXN00074317,ACC003921,ACC003634,2026-09-14 15:40:03,3935.25,branch,withdrawal,NAD
TXN00027714,ACC000003,ACC002790,2026-09-14 15:40:03,1542.8,internet,transfer,NAD
TXN00048443,ACC000269,ACC002502,2026-09-14 15:40:03,1136.56,internet,deposit,NAD
TXN00011729,ACC000838,ACC000133,2026-09-14 15:40:03,4751.54,mobile,withdrawal,NAD
TXN00029012,ACC003776,ACC001621,2026-09-14 15:40:03,63.14,mobile,withdrawal,NAD
TXN00072756,ACC003427,ACC003456,2026-09-14 15:40:03,710.61,atm,deposit,NAD
TXN00010453,ACC003321,ACC001084,2026-09-14 15:40:03,129.42,internet,withdrawal,NAD
TXN00069892,ACC003040,ACC003194,2026-09-14 15:40:03,912.8,mobile,payment,NAD
TXN00008235,ACC001842,ACC001719,2026-09-14 15:40:03,241.61,mobile,deposit,NAD
TXN00036731,ACC003072,ACC004036,2026-09-14 15:40:03,110.48,internet,withdrawal,NAD
TXN00017601,ACC000728,ACC002521,2026-09-14 15:40:03,113.85,atm,transfer,NAD
TXN00066723,ACC003076,ACC000181,2026-09-14 15:40:03,218.79,branch,payment,NAD
TXN00001782,ACC001733,ACC003477,2026-09-14 15:40:03,1471.98,branch,payment,NAD
TXN00046914,ACC003721,ACC000747,2026-09-14 15:40:03,1709.02,internet,deposit,NAD
TXN00042494,ACC001879,ACC001792,2026-09-14 15:40:03,495.83,mobile,payment,NAD
TXN00019658,ACC004521,ACC002796,2026-09-14 15:40:03,93.17,mobile,payment,NAD
TXN00012306,ACC001847,ACC003033,2026-09-14 15:40:03,194.04,mobile,deposit,NAD
TXN00031556,ACC000644,ACC001188,2026-09-14 15:40:03,1806.32,internet,payment,NAD
TXN00068675,ACC001070,ACC001119,2026-09-14 15:40:03,65.28,internet,withdrawal,NAD
TXN00013885,ACC003440,ACC003814,2026-09-14 15:40:03,1533.09,internet,payment,NAD
TXN00037519,ACC003428,ACC004820,2026-09-14 15:40:03,226.35,branch,transfer,NAD
TXN00019751,ACC004039,ACC004926,2026-09-14 15:40:03,432.46,atm,transfer,NAD
TXN00029126,ACC004354,ACC000687,2026-09-14 15:40:03,660.54,atm,withdrawal,NAD
TXN00045158,ACC003835,ACC002189,2026-09-14 15:40:03,662.81,branch,transfer,NAD
TXN00020083,ACC002459,ACC004790,2026-09-14 15:40:03,17.48,branch,transfer,NAD
TXN00019340,ACC003635,ACC003695,2026-09-14 15:40:03,1120.93,mobile,deposit,NAD
TXN00068286,ACC002148,ACC000482,2026-09-14 15:40:03,380.01,internet,deposit,NAD
TXN00064714,ACC004084,ACC002181,2026-09-14 15:40:03,10.37,mobile,deposit,NAD
TXN00049485,ACC002239,ACC004304,2026-09-14 15:40:03,1137.89,internet,withdrawal,NAD
TXN00044953,ACC004405,ACC001462,2026-09-14 15:40:03,370.17,mobile,withdrawal,NAD
TXN00020412,ACC002809,ACC003937,2026-09-14 15:40:03,2764.64,mobile,transfer,NAD
TXN00050208,ACC001206,ACC003797,2026-09-14 15:40:03,98.51,mobile,deposit,NAD
TXN00037213,ACC003097,ACC000032,2026-09-14 15:40:03,3888.92,branch,withdrawal,NAD
TXN00001694,ACC002237,ACC002406,2026-09-14 15:40:03,82.33,branch,deposit,NAD
TXN00059966,ACC004779,ACC002218,2026-09-14 15:40:03,140.5,mobile,transfer,NAD
TXN00025882,ACC000815,ACC001688,2026-09-14 15:40:03,229.37,internet,withdrawal,NAD
TXN00025415,ACC000362,ACC001468,2026-09-14 15:40:03,3743.9,mobile,payment,NAD
TXN00012125,ACC002523,ACC003132,2026-09-14 15:40:03,5903.96,branch,deposit,NAD
TXN00064051,ACC002685,ACC003209,2026-09-14 15:40:03,126.53,branch,deposit,NAD
TXN00023244,ACC004321,ACC004547,2026-09-14 15:40:03,4090.27,atm,withdrawal,NAD
TXN00036390,ACC001084,ACC001861,2026-09-14 15:40:03,371.0,mobile,withdrawal,NAD
TXN00041720,ACC003229,ACC002121,2026-09-14 15:40:03,3208.59,mobile,deposit,NAD
TXN00030225,ACC004388,ACC003508,2026-09-14 15:40:03,740.09,mobile,deposit,NAD
TXN00047539,ACC001303,ACC004537,2026-09-14 15:40:03,1135.43,branch,withdrawal,NAD
TXN00030168,ACC002152,ACC004948,2026-09-14 15:40:03,247.27,atm,deposit,NAD
TXN00074149,ACC000711,ACC003369,2026-09-14 15:40:03,236.66,internet,transfer,NAD
TXN00061900,ACC002046,ACC002663,2026-09-14 15:40:03,10257.96,mobile,payment,NAD
TXN00018753,ACC000848,ACC003727,2026-09-14 15:40:03,1404.94,atm,deposit,NAD
TXN00012962,ACC002604,ACC003678,2026-09-14 15:40:03,319.3,atm,payment,NAD
TXN00068193,ACC004526,ACC000981,2026-09-14 15:40:03,425.57,atm,withdrawal,NAD
TXN00064737,ACC000348,ACC001148,2026-09-14 15:40:03,204.29,branch,withdrawal,NAD
TXN00067686,ACC002792,ACC003977,2026-09-14 15:40:03,1112.92,branch,deposit,NAD
TXN00047512,ACC003446,ACC003531,2026-09-14 15:40:03,4188.97,branch,deposit,NAD
TXN00059975,ACC004725,ACC003443,2026-09-14 15:40:03,209.12,atm,transfer,NAD
TXN00043404,ACC001737,ACC001089,2026-09-14 15:40:03,162.5,atm,payment,NAD
TXN00052663,ACC000287,ACC000772,2026-09-14 15:40:03,899.06,branch,transfer,NAD
TXN00038557,ACC002247,ACC001395,2026-09-14 15:40:03,33.46,branch,deposit,NAD
TXN00039090,ACC002455,ACC001938,2026-09-14 15:40:03,231.84,internet,withdrawal,NAD
TXN00055454,ACC004162,ACC001519,2026-09-14 15:40:03,7078.14,atm,withdrawal,NAD
TXN00007325,ACC001343,ACC001652,2026-09-14 15:40:03,1352.97,internet,deposit,NAD
TXN00072618,ACC001813,ACC002924,2026-09-14 15:40:03,112.0,mobile,withdrawal,NAD
TXN00063821,ACC001719,ACC002884,2026-09-14 15:40:03,7214.12,atm,transfer,NAD
TXN00052740,ACC001913,ACC001948,2026-09-14 15:40:03,719.53,atm,deposit,NAD
TXN00028176,ACC001460,ACC002785,2026-09-14 15:40:03,1359.81,internet,transfer,NAD
TXN00061585,ACC002206,ACC002862,2026-09-14 15:40:03,2597.77,internet,payment,NAD
TXN00059431,ACC000846,ACC004220,2026-09-14 15:40:03,369.54,branch,withdrawal,NAD
TXN00002079,ACC001919,ACC001507,2026-09-14 15:40:03,277.23,atm,payment,NAD
TXN00062051,ACC003686,ACC002228,2026-09-14 15:40:03,912.66,branch,payment,NAD
TXN00019276,ACC002192,ACC004350,2026-09-14 15:40:03,209.17,branch,deposit,NAD
TXN00048086,ACC004131,ACC002682,2026-09-14 15:40:03,814.01,mobile,withdrawal,NAD
TXN00048248,ACC003045,ACC000679,2026-09-14 15:40:03,60.76,branch,transfer,NAD
TXN00043272,ACC002926,ACC002123,2026-09-14 15:40:03,5824.04,internet,deposit,NAD
TXN00072622,ACC000722,ACC001549,2026-09-14 15:40:03,101.16,internet,deposit,NAD
TXN00044385,ACC004843,ACC003505,2026-09-14 15:40:03,328.79,mobile,payment,NAD
TXN00057179,ACC001680,ACC004949,2026-09-14 15:40:03,1825.92,internet,withdrawal,NAD
TXN00036035,ACC002186,ACC000011,2026-09-14 15:40:03,55.61,mobile,deposit,NAD
TXN00041766,ACC004041,ACC004305,2026-09-14 15:40:03,1068.86,internet,transfer,NAD
TXN00019231,ACC002607,ACC003813,2026-09-14 15:40:03,119.4,atm,transfer,NAD
TXN00040082,ACC000895,ACC004303,2026-09-14 15:40:03,3045.51,atm,withdrawal,NAD
TXN00005225,ACC002402,ACC004765,2026-09-14 15:40:03,355.9,internet,withdrawal,NAD
TXN00029610,ACC001598,ACC002087,2026-09-14 15:40:03,156.35,internet,withdrawal,NAD
TXN00007351,ACC003099,ACC003029,2026-09-14 15:40:03,204.19,internet,withdrawal,NAD
TXN00074092,ACC004256,ACC001109,2026-09-14 15:40:03,175.76,internet,transfer,NAD
TXN00018414,ACC000954,ACC000746,2026-09-14 15:40:03,137.73,mobile,transfer,NAD
TXN00042712,ACC003345,ACC001681,2026-09-14 15:40:03,4309.93,atm,payment,NAD
TXN00002108,ACC004864,ACC002872,2026-09-14 15:40:03,7207.66,branch,withdrawal,NAD
TXN00018509,ACC000479,ACC003490,2026-09-14 15:40:03,1664.89,atm,payment,NAD
TXN00002398,ACC004284,ACC002016,2026-09-14 15:40:03,314.79,mobile,deposit,NAD
TXN00052952,ACC004673,ACC000209,2026-09-14 15:40:03,284.18,branch,transfer,NAD
TXN00005890,ACC002432,ACC002440,2026-09-14 15:40:03,396.92,atm,payment,NAD
TXN00013081,ACC002256,ACC002194,2026-09-14 15:40:03,234.13,internet,withdrawal,NAD
TXN00070666,ACC001198,ACC004877,2026-09-14 15:40:03,339.37,mobile,payment,NAD
TXN00003460,ACC001951,ACC002915,2026-09-14 15:40:03,1839.09,atm,payment,NAD
TXN00045742,ACC002816,ACC001001,2026-09-14 15:40:03,1959.72,atm,payment,NAD
TXN00048642,ACC003110,ACC002536,2026-09-14 15:40:03,665.3,mobile,payment,NAD
TXN00011555,ACC003049,ACC002153,2026-09-14 15:40:03,319.32,mobile,transfer,NAD
TXN00027251,ACC003924,ACC001399,2026-09-14 15:40:03,1475.91,branch,withdrawal,NAD
TXN00021619,ACC001431,ACC004268,2026-09-14 15:40:03,55.7,atm,transfer,NAD
TXN00014240,ACC000693,ACC002519,2026-09-14 15:40:03,760.7,internet,transfer,NAD
TXN00007648,ACC000438,ACC004321,2026-09-14 15:40:03,2630.94,atm,deposit,NAD
TXN00069467,ACC002965,ACC000981,2026-09-14 15:40:03,138.25,atm,transfer,NAD
TXN00003695,ACC004066,ACC003046,2026-09-14 15:40:03,4649.94,internet,withdrawal,NAD
TXN00009708,ACC002852,ACC002935,2026-09-14 15:40:03,9.56,mobile,deposit,NAD
TXN00045836,ACC001343,ACC000995,2026-09-14 15:40:03,250.63,mobile,payment,NAD
TXN00021933,ACC003066,ACC004854,2026-09-14 15:40:03,498.26,internet,payment,NAD
TXN00015424,ACC003309,ACC003517,2026-09-14 15:40:03,59.23,atm,payment,NAD
TXN00001170,ACC002018,ACC001949,2026-09-14 15:40:03,216.26,internet,deposit,NAD
TXN00000967,ACC002309,ACC002980,2026-09-14 15:40:03,556.8,internet,deposit,NAD
TXN00007146,ACC004395,ACC002651,2026-09-14 15:40:03,151.09,mobile,transfer,NAD
TXN00024069,ACC003721,ACC000550,2026-09-14 15:40:03,255.96,branch,transfer,NAD
TXN00066412,ACC002466,ACC002394,2026-09-14 15:40:03,38.57,internet,payment,NAD
TXN00065342,ACC004754,ACC002593,2026-09-14 15:40:03,781.18,internet,withdrawal,NAD
TXN00021513,ACC004566,ACC004916,2026-09-14 15:40:03,145.67,atm,deposit,NAD
TXN00045637,ACC003582,ACC002497,2026-09-14 15:40:03,3103.83,mobile,transfer,NAD
TXN00014288,ACC002116,ACC004682,2026-09-14 15:40:03,48.64,branch,transfer,NAD
TXN00015095,ACC002192,ACC002784,2026-09-14 15:40:03,2003.7,atm,deposit,NAD
TXN00032706,ACC001536,ACC004446,2026-09-14 15:40:03,479.89,atm,deposit,NAD
TXN00024215,ACC004469,ACC003310,2026-09-14 15:40:03,780.61,mobile,deposit,NAD
TXN00071569,ACC004934,ACC002606,2026-09-14 15:40:03,196.77,mobile,payment,NAD
TXN00067278,ACC001795,ACC004678,2026-09-14 15:40:03,4037.3,mobile,deposit,NAD
TXN00015586,ACC001104,ACC001697,2026-09-14 15:40:03,521.39,atm,deposit,NAD
TXN00015579,ACC001880,ACC002766,2026-09-14 15:40:03,100.87,atm,deposit,NAD
TXN00039745,ACC003518,ACC001294,2026-09-14 15:40:03,61.1,internet,payment,NAD
TXN00046452,ACC002365,ACC004186,2026-09-14 15:40:03,2530.28,internet,payment,NAD
TXN00069204,ACC000135,ACC002104,2026-09-14 15:40:03,455.84,branch,deposit,NAD
TXN00046090,ACC003529,ACC004225,2026-09-14 15:40:03,2585.8,mobile,deposit,NAD
TXN00022134,ACC002527,ACC003957,2026-09-14 15:40:03,305.93,internet,transfer,NAD
TXN00011346,ACC000389,ACC000864,2026-09-14 15:40:03,792.81,atm,withdrawal,NAD
TXN00043446,ACC003036,ACC004676,2026-09-14 15:40:03,4306.93,atm,withdrawal,NAD
TXN00004250,ACC001483,ACC000363,2026-09-14 15:40:03,167.72,mobile,payment,NAD
TXN00055550,ACC000828,ACC003904,2026-09-14 15:40:03,237.86,mobile,deposit,NAD
TXN00016615,ACC000819,ACC001667,2026-09-14 15:40:03,44.16,internet,transfer,NAD
TXN00070882,ACC002049,ACC001154,2026-09-14 15:40:03,33.59,atm,withdrawal,NAD
TXN00034165,ACC000177,ACC000856,2026-09-14 15:40:03,6922.8,atm,withdrawal,NAD
TXN00032042,ACC001823,ACC004143,2026-09-14 15:40:03,520.46,internet,deposit,NAD
TXN00049100,ACC002967,ACC003630,2026-09-14 15:40:03,552.7,internet,transfer,NAD
TXN00003811,ACC003081,ACC004552,2026-09-14 15:40:03,217.72,mobile,deposit,NAD
TXN00051740,ACC000854,ACC001870,2026-09-14 15:40:03,87.66,atm,payment,NAD
TXN00039898,ACC000317,ACC001760,2026-09-14 15:40:03,756.3,branch,deposit,NAD
TXN00057288,ACC001793,ACC003592,2026-09-14 15:40:03,23.37,mobile,withdrawal,NAD
TXN00005546,ACC002975,ACC002850,2026-09-14 15:40:03,758.02,branch,payment,NAD
TXN00045593,ACC000080,ACC001316,2026-09-14 15:40:03,313.45,atm,payment,NAD
TXN00015865,ACC001176,ACC001939,2026-09-14 15:40:03,4140.48,internet,transfer,NAD
TXN00014574,ACC004346,ACC002516,2026-09-14 15:40:03,1192.58,atm,withdrawal,NAD
TXN00026670,ACC002489,ACC003901,2026-09-14 15:40:03,3806.56,atm,payment,NAD
TXN00043980,ACC001660,ACC004242,2026-09-14 15:40:03,202.78,branch,transfer,NAD
TXN00006291,ACC003840,ACC002571,2026-09-14 15:40:03,1912.91,atm,transfer,NAD
TXN00009617,ACC000825,ACC002199,2026-09-14 15:40:03,660.9,internet,withdrawal,NAD
TXN00022317,ACC004745,ACC003997,2026-09-14 15:40:03,650.44,atm,deposit,NAD
TXN00024400,ACC000658,ACC003415,2026-09-14 15:40:03,150.64,mobile,transfer,NAD
TXN00033679,ACC004388,ACC003915,2026-09-14 15:40:03,812.04,branch,transfer,NAD
TXN00024390,ACC001005,ACC000268,2026-09-14 15:40:03,783.95,mobile,withdrawal,NAD
TXN00034976,ACC004431,ACC000145,2026-09-14 15:40:03,192.6,mobile,payment,NAD
TXN00003422,ACC002477,ACC004128,2026-09-14 15:40:03,29.93,internet,withdrawal,NAD
TXN00021647,ACC004990,ACC002687,2026-09-14 15:40:03,351.44,internet,payment,NAD
TXN00060560,ACC001374,ACC004380,2026-09-14 15:40:03,590.34,mobile,transfer,NAD
TXN00026828,ACC002990,ACC004282,2026-09-14 15:40:03,3655.56,atm,deposit,NAD
TXN00045472,ACC002019,ACC002911,2026-09-14 15:40:03,169.43,branch,withdrawal,NAD
TXN00010882,ACC000379,ACC001070,2026-09-14 15:40:03,2138.9,mobile,withdrawal,NAD
